target_id	length	eff_length	est_counts	tpm
TRINITY_DN2067_c0_g1_i2	367	194.673	12.9565	6.3394
TRINITY_DN2067_c0_g1_i10	485	310.218	8.37944	2.57285
TRINITY_DN2006_c0_g1_i1	2825	2649.8	430	15.4569
TRINITY_DN2030_c0_g1_i2	2153	1977.8	57.0948	2.74967
TRINITY_DN2030_c0_g1_i1	954	778.801	26.9065	3.29077
TRINITY_DN2030_c0_g1_i3	2010	1834.8	167.053	8.67228
TRINITY_DN2030_c0_g2_i1	446	271.617	9	3.15611
TRINITY_DN2097_c0_g1_i1	2461	2285.8	1411	58.7971
TRINITY_DN2051_c0_g1_i1	455	280.515	14	4.75377
TRINITY_DN2051_c0_g2_i2	4958	4782.8	301.997	6.01434
TRINITY_DN2051_c0_g2_i1	5030	4854.8	289.003	5.67019
TRINITY_DN2051_c0_g3_i1	504	329.134	60	17.3638
TRINITY_DN2048_c0_g2_i1	895	719.801	19.0708	2.52362
TRINITY_DN2048_c0_g2_i2	981	805.801	34.9292	4.12883
TRINITY_DN2048_c0_g1_i2	613	437.883	17.0117	3.70048
TRINITY_DN2048_c0_g1_i3	615	439.883	20.0749	4.34693
TRINITY_DN2048_c0_g1_i1	613	437.883	11.9134	2.59147
TRINITY_DN2085_c0_g1_i1	1164	988.801	248	23.8897
TRINITY_DN2022_c0_g1_i1	779	603.801	49	7.72982
TRINITY_DN2022_c1_g2_i1	815	639.801	68.945	10.2642
TRINITY_DN2022_c1_g3_i2	845	669.801	22.8583	3.25061
TRINITY_DN2022_c1_g3_i1	738	562.801	104.142	17.6253
TRINITY_DN2022_c1_g1_i3	1411	1235.8	72.2338	5.56749
TRINITY_DN2022_c1_g1_i1	343	171.988	26.8212	14.8541
TRINITY_DN2022_c2_g1_i2	944	768.801	172.22	21.3372
TRINITY_DN2022_c2_g1_i3	594	418.883	18.6643	4.24411
TRINITY_DN2022_c2_g1_i1	596	420.883	16.7198	3.78389
TRINITY_DN2043_c0_g1_i1	1496	1320.8	420.882	30.3522
TRINITY_DN2043_c0_g1_i2	312	143.56	6.11796	4.0592
TRINITY_DN2029_c3_g1_i1	479	304.321	16	5.00789
TRINITY_DN2029_c0_g3_i1	357	185.088	8	4.11698
TRINITY_DN2029_c0_g2_i2	649	473.852	50.7682	10.2051
TRINITY_DN2029_c0_g2_i1	455	280.515	23.2318	7.88847
TRINITY_DN2029_c1_g1_i1	635	459.852	10.1847	2.10959
TRINITY_DN2029_c1_g1_i2	669	493.836	22.8153	4.40058
TRINITY_DN2029_c0_g1_i1	1207	1031.8	48	4.43111
TRINITY_DN2027_c0_g1_i1	513	338.1	29	8.16996
TRINITY_DN2027_c0_g2_i1	1092	916.801	135	14.0257
TRINITY_DN2080_c0_g1_i1	558	382.935	184	45.7678
TRINITY_DN2046_c0_g2_i1	892	716.801	40	5.31531
TRINITY_DN2046_c0_g1_i1	726	550.801	31	5.36086
TRINITY_DN2092_c0_g1_i2	4111	3935.8	727.832	17.6143
TRINITY_DN2092_c0_g1_i1	2340	2164.8	41.9256	1.84471
TRINITY_DN2092_c0_g1_i6	3303	3127.8	166.874	5.08178
TRINITY_DN2092_c0_g1_i4	2721	2545.8	161.369	6.03756
TRINITY_DN2035_c0_g1_i1	2176	2000.8	22196	1056.67
TRINITY_DN2054_c0_g1_i3	3626	3450.8	98.7609	2.72604
TRINITY_DN2054_c0_g1_i4	4608	4432.8	72.5248	1.55839
TRINITY_DN2054_c0_g1_i2	3559	3383.8	48.49	1.36494
TRINITY_DN2054_c0_g1_i1	4675	4499.8	123.224	2.60838
TRINITY_DN2099_c0_g1_i2	555	379.935	14.9522	3.74854
TRINITY_DN2099_c0_g1_i1	515	340.089	19.0478	5.33482
TRINITY_DN2008_c0_g1_i5	4960	4784.8	81.9124	1.63062
TRINITY_DN2008_c0_g1_i3	4911	4735.8	88.7811	1.78564
TRINITY_DN2008_c0_g1_i4	3070	2894.8	70.863	2.33167
TRINITY_DN2008_c0_g1_i6	3145	2969.8	61.7927	1.98188
TRINITY_DN2008_c0_g1_i2	3096	2920.8	70.243	2.2907
TRINITY_DN2008_c0_g1_i1	4885	4709.8	89.4078	1.80817
TRINITY_DN2062_c0_g1_i2	822	646.801	35.5786	5.23945
TRINITY_DN2062_c0_g1_i3	1883	1707.8	1107.7	61.7806
TRINITY_DN2062_c0_g1_i1	2000	1824.8	82.7203	4.31781
TRINITY_DN2003_c0_g1_i1	711	535.801	137	24.3548
TRINITY_DN2069_c0_g1_i2	1062	886.801	13.1241	1.40964
TRINITY_DN2069_c0_g1_i1	1169	993.801	73.8759	7.08061
TRINITY_DN2070_c0_g1_i1	248	88.9156	9	9.64121
TRINITY_DN2011_c0_g3_i1	321	151.755	13	8.15958
TRINITY_DN2011_c0_g1_i3	3753	3577.8	616.279	16.407
TRINITY_DN2011_c0_g1_i5	3265	3089.8	200.579	6.18332
TRINITY_DN2011_c0_g1_i4	3352	3176.8	225.141	6.75042
TRINITY_DN2011_c0_g1_i1	3393	3217.8	403.481	11.9435
TRINITY_DN2011_c0_g1_i2	3167	2991.8	115.521	3.67787
TRINITY_DN2011_c0_g2_i1	269	105.913	11	9.89257
TRINITY_DN2017_c0_g1_i1	2805	2629.8	717	25.9695
TRINITY_DN2076_c0_g1_i1	359	186.988	10	5.09394
TRINITY_DN2076_c0_g1_i2	1747	1571.8	1272	77.0826
TRINITY_DN2005_c0_g1_i3	2101	1925.8	66.11	3.26981
TRINITY_DN2005_c0_g1_i2	2213	2037.8	184.248	8.6121
TRINITY_DN2005_c0_g1_i1	1849	1673.8	139.642	7.94654
TRINITY_DN2064_c0_g1_i3	1523	1347.8	94.9575	6.71074
TRINITY_DN2064_c0_g1_i1	591	415.883	30.6616	7.02249
TRINITY_DN2064_c0_g1_i2	1533	1357.8	75.3809	5.28801
TRINITY_DN2052_c0_g1_i3	204	56.6835	10.6172	17.8411
TRINITY_DN2052_c0_g1_i2	355	183.181	17	8.83965
TRINITY_DN2052_c0_g1_i1	431	256.74	11.3828	4.22301
TRINITY_DN2052_c0_g2_i1	232	76.4895	11	13.698
TRINITY_DN2038_c0_g1_i1	375	202.268	30	14.1274
TRINITY_DN2094_c0_g1_i1	370	197.469	17	8.20005
TRINITY_DN2059_c0_g1_i2	1171	995.801	13.4316	1.28476
TRINITY_DN2059_c0_g1_i1	1386	1210.8	213.568	16.8008
TRINITY_DN2033_c0_g1_i1	3633	3457.8	1670.09	46.0051
TRINITY_DN2033_c0_g1_i2	753	577.801	27.912	4.60129
TRINITY_DN2033_c1_g2_i1	936	760.801	44	5.5087
TRINITY_DN2033_c1_g1_i1	338	167.345	10	5.69187
TRINITY_DN2040_c0_g1_i1	4316	4140.8	471.08	10.8362
TRINITY_DN2040_c0_g1_i2	4130	3954.8	48.0779	1.15794
TRINITY_DN2040_c0_g1_i4	4255	4079.8	263.275	6.14663
TRINITY_DN2040_c0_g1_i3	4336	4160.8	219.567	5.02641
TRINITY_DN2021_c0_g1_i2	3574	3398.8	2308.7	64.7008
TRINITY_DN2021_c0_g1_i1	3458	3282.8	129.296	3.75153
TRINITY_DN2086_c0_g1_i1	2357	2181.8	1291	56.3609
TRINITY_DN2081_c0_g1_i3	1080	904.801	12.9875	1.36722
TRINITY_DN2081_c0_g1_i5	1176	1000.8	66.5862	6.33729
TRINITY_DN2081_c0_g1_i2	1270	1094.8	16.8019	1.46181
TRINITY_DN2081_c0_g1_i1	343	171.988	8.00321	4.43234
TRINITY_DN2081_c0_g1_i4	1366	1190.8	64.6211	5.16895
TRINITY_DN2081_c0_g2_i1	426	251.825	23	8.69955
TRINITY_DN2026_c1_g1_i3	493	318.166	21.1214	6.32319
TRINITY_DN2026_c1_g1_i4	206	57.9729	9.87856	16.2306
TRINITY_DN2026_c0_g1_i1	1396	1220.8	63.8509	4.98183
TRINITY_DN2026_c0_g1_i6	592	416.883	25.668	5.8647
TRINITY_DN2026_c0_g1_i2	1385	1209.8	0	0
TRINITY_DN2026_c0_g1_i13	749	573.801	21.9651	3.64618
TRINITY_DN2026_c0_g1_i9	1488	1312.8	53.6313	3.89122
TRINITY_DN2026_c0_g1_i22	370	197.469	12.1323	5.85209
TRINITY_DN2026_c0_g1_i10	286	120.47	10	7.90658
TRINITY_DN2026_c0_g1_i17	1516	1340.8	138.404	9.83222
TRINITY_DN2026_c0_g1_i11	3640	3464.8	481.11	13.2261
TRINITY_DN2026_c0_g1_i14	427	252.791	15.6131	5.88295
TRINITY_DN2026_c0_g1_i23	1573	1397.8	0.0076997	0.000524681
TRINITY_DN2026_c0_g1_i18	933	757.801	82.5298	10.3734
TRINITY_DN2026_c0_g1_i15	1573	1397.8	4.05563e-08	2.76363e-09
TRINITY_DN2026_c0_g1_i12	427	252.791	17.0878	6.43862
TRINITY_DN2026_c2_g1_i1	222	69.1046	1	1.37835
TRINITY_DN2047_c0_g1_i3	558	382.935	104.956	26.1066
TRINITY_DN2047_c0_g1_i2	789	613.801	33.0439	5.1278
TRINITY_DN2034_c0_g1_i1	2200	2024.8	989	46.5244
TRINITY_DN2093_c0_g1_i3	856	680.801	24.3066	3.40073
TRINITY_DN2093_c0_g1_i1	647	471.852	10.9599	2.21242
TRINITY_DN2093_c0_g1_i2	688	512.836	14.7371	2.73716
TRINITY_DN2093_c0_g1_i4	852	676.801	17.1597	2.415
TRINITY_DN2055_c0_g2_i1	638	462.852	47	9.67214
TRINITY_DN2055_c0_g1_i1	4391	4215.8	58.4443	1.32047
TRINITY_DN2055_c0_g1_i2	4393	4217.8	405.556	9.15865
TRINITY_DN2098_c0_g1_i2	312	143.56	1	0.663489
TRINITY_DN2098_c0_g1_i3	1722	1546.8	40.2098	2.47608
TRINITY_DN2098_c0_g1_i1	1578	1402.8	44.7902	3.04126
TRINITY_DN2063_c0_g1_i1	265	102.526	22.1681	20.595
TRINITY_DN2063_c0_g1_i2	308	139.99	9.89657	6.73373
TRINITY_DN2063_c0_g2_i1	263	100.854	1.29563	1.22365
TRINITY_DN2063_c0_g2_i2	263	100.854	5.78359	5.46226
TRINITY_DN2063_c0_g2_i3	260	98.3963	5.92078	5.73149
TRINITY_DN2063_c0_g3_i3	1014	838.801	95.9659	10.8975
TRINITY_DN2063_c0_g3_i1	253	92.7899	10.2063	10.477
TRINITY_DN2063_c0_g3_i2	1020	844.801	1112.83	125.47
TRINITY_DN2063_c1_g1_i1	205	57.3241	5.08487	8.44908
TRINITY_DN2063_c1_g1_i2	353	181.292	3.82116	2.00763
TRINITY_DN2063_c1_g1_i3	340	169.196	9.09398	5.11953
TRINITY_DN2009_c0_g1_i1	956	780.801	31.9016	3.8917
TRINITY_DN2009_c0_g1_i2	1112	936.801	368.098	37.4269
TRINITY_DN2068_c0_g1_i1	1957	1781.8	133	7.10983
TRINITY_DN2002_c0_g1_i1	638	462.852	24.2541	4.99126
TRINITY_DN2002_c0_g1_i2	696	520.836	16.7459	3.06249
TRINITY_DN2071_c0_g1_i2	370	197.469	7.02475	3.38843
TRINITY_DN2071_c0_g1_i4	368	195.588	16.3315	7.95334
TRINITY_DN2071_c0_g1_i1	268	105.061	2.48048	2.24885
TRINITY_DN2071_c0_g1_i3	432	257.714	6.52708	2.41239
TRINITY_DN2071_c0_g1_i5	370	197.469	5.63623	2.71867
TRINITY_DN2010_c0_g1_i1	454	279.543	15	5.11104
TRINITY_DN2010_c0_g2_i1	2372	2196.8	111	4.81282
TRINITY_DN2010_c0_g4_i1	401	227.36	14	5.86518
TRINITY_DN2010_c0_g3_i1	385	211.872	22	9.89046
TRINITY_DN2016_c0_g1_i1	1183	1007.8	72.3388	6.83697
TRINITY_DN2016_c0_g1_i2	1194	1018.8	61.6612	5.76487
TRINITY_DN2077_c0_g1_i1	1250	1074.8	2243	198.778
TRINITY_DN2004_c0_g1_i1	1521	1345.8	161	11.3949
TRINITY_DN2065_c0_g1_i1	1096	920.801	66.0621	6.83367
TRINITY_DN2065_c0_g1_i2	1207	1031.8	30.9379	2.85602
TRINITY_DN2039_c0_g1_i3	1628	1452.8	63.1652	4.14132
TRINITY_DN2039_c0_g1_i4	1559	1383.8	57.8348	3.98091
TRINITY_DN2053_c0_g1_i1	574	398.896	33	7.87991
TRINITY_DN2032_c0_g3_i1	678	502.836	8.57736	1.62478
TRINITY_DN2032_c0_g3_i2	1915	1739.8	71.4226	3.91024
TRINITY_DN2032_c0_g1_i1	374	201.302	8	3.78538
TRINITY_DN2032_c0_g2_i1	1678	1502.8	54	3.42263
TRINITY_DN2095_c0_g1_i3	677	501.836	36.4365	6.91579
TRINITY_DN2095_c0_g1_i1	416	242.032	32.4955	12.7885
TRINITY_DN2095_c0_g1_i2	740	564.801	43.068	7.26317
TRINITY_DN2058_c0_g2_i1	857	681.801	39	5.44846
TRINITY_DN2058_c0_g1_i1	1209	1033.8	67	6.17312
TRINITY_DN2041_c0_g1_i2	716	540.801	10.6765	1.88044
TRINITY_DN2041_c0_g1_i1	655	479.852	20.3235	4.0342
TRINITY_DN2087_c0_g1_i1	449	274.58	31	10.7537
TRINITY_DN2020_c0_g1_i3	1139	963.801	7.40811	0.732128
TRINITY_DN2020_c0_g1_i2	1570	1394.8	66.5919	4.54754
TRINITY_DN1674_c0_g1_i1	537	361.984	17	4.47328
TRINITY_DN1674_c0_g2_i2	3259	3083.8	831.881	25.6946
TRINITY_DN1674_c0_g2_i1	2815	2639.8	59.1185	2.13314
TRINITY_DN1615_c0_g2_i2	772	596.801	20.2917	3.23859
TRINITY_DN1615_c0_g2_i1	704	528.836	170.708	30.7468
TRINITY_DN1615_c0_g1_i1	605	429.883	20	4.43146
TRINITY_DN1666_c0_g1_i1	3860	3684.8	288.732	7.46358
TRINITY_DN1666_c0_g1_i2	3791	3615.8	2467.27	64.9948
TRINITY_DN1607_c0_g3_i1	1759	1583.8	174	10.4644
TRINITY_DN1607_c0_g2_i2	2639	2463.8	696.821	26.9391
TRINITY_DN1607_c0_g2_i3	2660	2484.8	124.013	4.75381
TRINITY_DN1607_c0_g2_i1	2596	2420.8	698.402	27.4798
TRINITY_DN1607_c0_g1_i1	1021	845.801	66.7642	7.5187
TRINITY_DN1696_c0_g1_i1	2346	2170.8	470	20.6227
TRINITY_DN1631_c0_g1_i2	390	216.678	9.00579	3.95889
TRINITY_DN1631_c0_g1_i1	522	347.031	11.9942	3.29208
TRINITY_DN1650_c0_g1_i1	1137	961.801	876	86.7533
TRINITY_DN1623_c0_g1_i1	1240	1064.8	133	11.8974
TRINITY_DN1649_c0_g1_i1	988	812.801	210	24.6095
TRINITY_DN1684_c0_g1_i1	922	746.801	140	17.8563
TRINITY_DN1628_c0_g1_i1	1259	1083.8	247	21.7077
TRINITY_DN1628_c0_g2_i2	3363	3187.8	1063.51	31.7772
TRINITY_DN1628_c0_g2_i1	3183	3007.8	51.4931	1.63067
TRINITY_DN1642_c0_g1_i1	1567	1391.8	6000	410.621
TRINITY_DN1689_c0_g2_i1	8414	8238.8	404.745	4.67934
TRINITY_DN1689_c0_g2_i2	8342	8166.8	1816.26	21.1832
TRINITY_DN1689_c0_g1_i1	4932	4756.8	1067	21.3657
TRINITY_DN1644_c0_g1_i2	857	681.801	76.3729	10.6696
TRINITY_DN1644_c0_g1_i1	2262	2086.8	794.627	36.2702
TRINITY_DN1625_c0_g1_i1	493	318.166	70	20.9561
TRINITY_DN1682_c0_g2_i1	7960	7784.8	3978	48.6726
TRINITY_DN1682_c0_g1_i1	236	79.5659	11	13.1684
TRINITY_DN1656_c0_g2_i1	1643	1467.8	1473.57	95.6248
TRINITY_DN1656_c0_g1_i1	1394	1218.8	81.4302	6.36385
TRINITY_DN1690_c0_g2_i2	807	631.801	74.6736	11.2578
TRINITY_DN1690_c0_g2_i1	864	688.801	6.32636	0.874838
TRINITY_DN1690_c0_g1_i1	1414	1238.8	151	11.6103
TRINITY_DN1690_c0_g3_i1	300	132.762	6	4.30471
TRINITY_DN1637_c0_g1_i3	6409	6233.8	829.417	12.6732
TRINITY_DN1637_c0_g1_i7	6405	6229.8	114.583	1.75192
TRINITY_DN1601_c0_g1_i1	965	789.801	591.621	71.3498
TRINITY_DN1601_c0_g1_i2	1022	846.801	37.3794	4.20453
TRINITY_DN1660_c0_g1_i6	686	510.836	100.158	18.6754
TRINITY_DN1660_c0_g1_i8	299	131.9	25.967	18.7518
TRINITY_DN1660_c0_g1_i3	782	606.801	10.9202	1.71417
TRINITY_DN1660_c0_g1_i5	904	728.801	97.7898	12.7806
TRINITY_DN1660_c0_g1_i1	563	387.909	7.16517	1.75939
TRINITY_DN1660_c0_g2_i1	812	636.801	572	85.5578
TRINITY_DN1679_c0_g1_i1	299	131.9	18	12.9985
TRINITY_DN1679_c0_g2_i1	2000	1824.8	349	18.217
TRINITY_DN1672_c0_g2_i2	1229	1053.8	116.626	10.5415
TRINITY_DN1672_c0_g2_i1	762	586.801	33.4643	5.43198
TRINITY_DN1672_c0_g1_i6	450	275.58	19.9505	6.89562
TRINITY_DN1672_c0_g1_i3	305	137.238	2.73435	1.89778
TRINITY_DN1672_c0_g1_i2	450	275.58	8.53267	2.9492
TRINITY_DN1672_c0_g1_i4	404	230.276	2.45393	1.01503
TRINITY_DN1672_c0_g1_i1	451	276.562	4.84358	1.66817
TRINITY_DN1672_c0_g1_i5	400	226.375	17.6189	7.4134
TRINITY_DN1618_c0_g1_i1	3762	3586.8	1072	28.4678
TRINITY_DN1675_c0_g1_i1	800	624.801	283	43.1432
TRINITY_DN1667_c2_g1_i1	536	360.984	48.202	12.7187
TRINITY_DN1667_c0_g1_i6	361	188.899	83.4478	42.0777
TRINITY_DN1667_c0_g1_i10	273	109.281	6.3128	5.50228
TRINITY_DN1667_c0_g1_i11	360	187.931	9.0135	4.56838
TRINITY_DN1667_c0_g1_i4	474	299.361	51.4709	16.3769
TRINITY_DN1667_c0_g1_i3	361	188.899	38.51	19.4183
TRINITY_DN1667_c0_g1_i1	293	126.523	29.934	22.5353
TRINITY_DN1667_c0_g1_i2	224	70.5131	2.71604	3.66888
TRINITY_DN1667_c0_g1_i5	209	59.9755	18.6872	29.6782
TRINITY_DN1667_c0_g1_i9	282	116.955	13.5445	11.0309
TRINITY_DN1667_c1_g1_i1	302	134.549	23	16.2822
TRINITY_DN1606_c0_g1_i1	675	499.836	16.7585	3.19355
TRINITY_DN1606_c0_g1_i2	752	576.801	26.2415	4.33342
TRINITY_DN1606_c1_g1_i1	261	99.2056	11	10.5614
TRINITY_DN1606_c0_g2_i1	436	261.706	21	7.64317
TRINITY_DN1630_c0_g1_i1	537	361.984	28	7.36776
TRINITY_DN1630_c0_g2_i1	1888	1712.8	174	9.6763
TRINITY_DN1630_c0_g4_i1	229	74.214	4	5.13382
TRINITY_DN1630_c0_g3_i1	266	103.388	9	8.2916
TRINITY_DN1697_c0_g1_i1	1840	1664.8	7.86381	0.449923
TRINITY_DN1697_c0_g1_i2	1841	1665.8	133.136	7.61272
TRINITY_DN1697_c0_g2_i1	866	690.801	50	6.89421
TRINITY_DN1651_c0_g2_i1	236	79.5659	23.874	28.5802
TRINITY_DN1651_c0_g1_i1	753	577.801	78.4291	12.929
TRINITY_DN1651_c0_g3_i1	657	481.852	30.5709	6.04313
TRINITY_DN1648_c0_g1_i1	1609	1433.8	189	12.5557
TRINITY_DN1685_c0_g1_i1	982	806.801	140.255	16.5584
TRINITY_DN1622_c0_g3_i1	824	648.801	27	3.96387
TRINITY_DN1622_c0_g2_i1	241	83.5269	4	4.56142
TRINITY_DN1622_c0_g1_i1	436	261.706	27	9.82693
TRINITY_DN1622_c0_g4_i2	354	182.224	27.7227	14.4909
TRINITY_DN1622_c0_g4_i1	329	158.949	9.27727	5.55942
TRINITY_DN1643_c0_g1_i1	332	161.719	14	8.2458
TRINITY_DN1643_c0_g2_i1	1995	1819.8	5310	277.931
TRINITY_DN1629_c0_g1_i1	426	251.825	14	5.29538
TRINITY_DN1688_c0_g1_i2	963	787.801	38.7481	4.68491
TRINITY_DN1688_c0_g1_i1	909	733.801	77.2519	10.0276
TRINITY_DN1645_c0_g1_i2	3164	2988.8	303.365	9.66796
TRINITY_DN1645_c0_g1_i3	3370	3194.8	753.821	22.4746
TRINITY_DN1645_c0_g1_i1	3489	3313.8	122.815	3.53014
TRINITY_DN1683_c0_g1_i1	9414	9238.8	25513	263.035
TRINITY_DN1624_c0_g1_i1	3027	2851.8	1032	34.4689
TRINITY_DN1657_c0_g1_i1	439	264.67	13	4.67848
TRINITY_DN1657_c0_g3_i2	2963	2787.8	94.7405	3.23699
TRINITY_DN1657_c0_g3_i1	2952	2776.8	155.26	5.32575
TRINITY_DN1657_c0_g2_i1	347	175.606	9	4.8817
TRINITY_DN1636_c0_g1_i1	372	199.402	5.43049	2.59403
TRINITY_DN1636_c0_g1_i2	230	74.9791	4.25674	5.40759
TRINITY_DN1636_c0_g1_i3	516	341.089	51.466	14.3721
TRINITY_DN1636_c0_g2_i1	436	261.706	26	9.46297
TRINITY_DN1691_c0_g1_i2	5727	5551.8	402.043	6.89772
TRINITY_DN1691_c0_g1_i3	1259	1083.8	51.0213	4.48403
TRINITY_DN1691_c0_g1_i1	5742	5566.8	846.936	14.4914
TRINITY_DN1600_c0_g1_i1	3035	2859.8	2422	80.6688
TRINITY_DN1661_c0_g2_i1	205	57.3241	3	4.98484
TRINITY_DN1661_c1_g1_i1	228	73.4005	7	9.08376
TRINITY_DN1661_c0_g1_i1	1030	854.801	53.406	5.95103
TRINITY_DN1661_c0_g1_i2	622	446.883	30.594	6.52094
TRINITY_DN1612_c0_g1_i1	819	643.801	125	18.4938
TRINITY_DN1619_c0_g1_i2	4660	4484.8	461.867	9.80935
TRINITY_DN1619_c0_g1_i1	3812	3636.8	2454.13	64.2755
TRINITY_DN1673_c0_g1_i2	409	235.167	17.1167	6.93282
TRINITY_DN1673_c0_g1_i1	1158	982.801	69.8833	6.77291
TRINITY_DN1617_c0_g1_i1	2783	2607.8	316.805	11.5714
TRINITY_DN1617_c0_g1_i2	3167	2991.8	200.195	6.37363
TRINITY_DN1617_c0_g2_i1	210	60.6473	5	7.85282
TRINITY_DN1676_c0_g1_i1	1977	1801.8	52.86	2.79439
TRINITY_DN1676_c0_g1_i2	1927	1751.8	408.14	22.1917
TRINITY_DN1605_c0_g1_i1	213	62.7348	9.09108	13.803
TRINITY_DN1605_c0_g2_i2	1672	1496.8	74.7789	4.75863
TRINITY_DN1605_c0_g2_i3	1733	1557.8	0	0
TRINITY_DN1605_c0_g2_i1	2197	2021.8	278.221	13.1075
TRINITY_DN1652_c0_g1_i4	2088	1912.8	85.2058	4.24293
TRINITY_DN1652_c0_g1_i6	2107	1931.8	104.085	5.13208
TRINITY_DN1652_c0_g1_i2	3337	3161.8	53.7529	1.61933
TRINITY_DN1652_c0_g1_i1	1611	1435.8	8.95609	0.594143
TRINITY_DN1652_c0_g2_i1	2341	2165.8	106	4.66181
TRINITY_DN1638_c0_g2_i1	322	152.671	11	6.86281
TRINITY_DN1638_c0_g1_i1	544	368.96	6.61503	1.70773
TRINITY_DN1638_c0_g1_i2	545	369.96	15.385	3.96104
TRINITY_DN1694_c1_g1_i3	2156	1980.8	113.935	5.47876
TRINITY_DN1694_c1_g1_i1	2132	1956.8	96.6526	4.70472
TRINITY_DN1694_c1_g1_i4	1694	1518.8	51.4126	3.2243
TRINITY_DN1694_c0_g1_i1	4817	4641.8	1291.7	26.5059
TRINITY_DN1694_c0_g1_i3	5357	5181.8	3366.26	61.8777
TRINITY_DN1694_c0_g1_i4	374	201.302	26.5224	12.5497
TRINITY_DN1694_c0_g1_i2	4973	4797.8	358.294	7.11318
TRINITY_DN1694_c0_g1_i5	4631	4455.8	2110.22	45.1096
TRINITY_DN1659_c0_g1_i14	1341	1165.8	575.339	47.0074
TRINITY_DN1659_c0_g1_i7	1128	952.801	185.615	18.5557
TRINITY_DN1659_c0_g1_i4	344	172.895	49.2432	27.1289
TRINITY_DN1659_c0_g1_i9	1036	860.801	3.97215e-06	4.39532e-07
TRINITY_DN1659_c0_g1_i13	554	378.96	108.172	27.1887
TRINITY_DN1659_c0_g1_i6	296	129.228	29.2679	21.5726
TRINITY_DN1659_c0_g1_i16	292	125.646	48.7533	36.9592
TRINITY_DN1659_c0_g1_i11	1535	1359.8	129.92	9.10056
TRINITY_DN1659_c0_g1_i5	477	302.361	11.5834	3.64901
TRINITY_DN1659_c0_g1_i8	1065	889.801	28.7099	3.0733
TRINITY_DN1659_c0_g1_i3	445	270.617	21.1877	7.45754
TRINITY_DN1659_c0_g1_i15	568	392.909	117.212	28.4149
TRINITY_DN1633_c0_g1_i1	768	592.801	44	7.06986
TRINITY_DN1633_c0_g2_i1	648	472.852	36	7.25177
TRINITY_DN1640_c0_g1_i2	1464	1288.8	37.2825	2.75541
TRINITY_DN1640_c0_g1_i1	1712	1536.8	126.717	7.85391
TRINITY_DN1640_c0_g2_i1	626	450.883	158	33.378
TRINITY_DN1621_c0_g1_i2	2284	2108.8	165.744	7.48633
TRINITY_DN1621_c0_g1_i1	2267	2091.8	1071.26	48.7798
TRINITY_DN1621_c0_g2_i1	411	237.112	8	3.21369
TRINITY_DN1686_c0_g1_i2	1257	1081.8	166.031	14.6187
TRINITY_DN1686_c0_g1_i1	884	708.801	13.8111	1.85597
TRINITY_DN1686_c0_g2_i1	1157	981.801	69.1576	6.7094
TRINITY_DN1627_c0_g1_i1	1597	1421.8	439.262	29.4274
TRINITY_DN1627_c0_g1_i2	1654	1478.8	60.7381	3.91218
TRINITY_DN1680_c0_g1_i2	1732	1556.8	73.7499	4.51227
TRINITY_DN1680_c0_g1_i1	1744	1568.8	60.2501	3.65811
TRINITY_DN1646_c0_g1_i4	2719	2543.8	69.9106	2.61774
TRINITY_DN1646_c0_g1_i1	2514	2338.8	92.869	3.7822
TRINITY_DN1646_c0_g1_i3	2615	2439.8	154.22	6.0208
TRINITY_DN1692_c0_g1_i1	922	746.801	64	8.16286
TRINITY_DN1635_c0_g1_i1	793	617.801	157	24.2057
TRINITY_DN1654_c0_g1_i1	1777	1601.8	250	14.8661
TRINITY_DN1699_c0_g1_i2	690	514.836	31.6409	5.85391
TRINITY_DN1699_c0_g1_i1	642	466.852	1498.36	305.706
TRINITY_DN1608_c0_g1_i1	201	54.5833	8	13.9604
TRINITY_DN1662_c0_g3_i1	906	730.801	135.163	17.6167
TRINITY_DN1662_c1_g1_i1	299	131.9	5	3.6107
TRINITY_DN1662_c0_g1_i1	621	445.883	168.383	35.9703
TRINITY_DN1662_c0_g1_i4	429	254.757	14.7102	5.49998
TRINITY_DN1662_c0_g1_i2	603	427.883	13.8422	3.0814
TRINITY_DN1662_c0_g1_i5	600	424.883	6.74724	1.5126
TRINITY_DN1662_c0_g1_i3	919	743.801	34.6537	4.43772
TRINITY_DN1662_c0_g2_i2	555	379.935	10.6413	2.66781
TRINITY_DN1662_c0_g2_i1	406	232.229	13.6311	5.59089
TRINITY_DN1603_c0_g1_i2	2687	2511.8	285.38	10.8219
TRINITY_DN1603_c0_g1_i3	2975	2799.8	438.62	14.922
TRINITY_DN1669_c0_g3_i1	2037	1861.8	153	7.82754
TRINITY_DN1669_c0_g2_i2	878	702.801	25.7818	3.4942
TRINITY_DN1669_c0_g2_i1	1091	915.801	381.218	39.6497
TRINITY_DN1669_c0_g1_i1	369	196.529	31	15.0246
TRINITY_DN1670_c0_g1_i1	2174	1998.8	512	24.3987
TRINITY_DN1611_c0_g1_i3	1596	1420.8	49.4864	3.31756
TRINITY_DN1611_c0_g1_i1	576	400.896	49.6708	11.8015
TRINITY_DN1611_c0_g1_i2	1542	1366.8	141.843	9.88483
TRINITY_DN1616_c0_g1_i1	618	442.883	2152	462.829
TRINITY_DN1677_c0_g1_i2	577	401.896	81	19.1972
TRINITY_DN1604_c0_g1_i4	785	609.801	58.9921	9.21452
